2 0 0
 39 25
[   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] 
[   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [ 127,    0,    0,    0] [ 127,    0,    0,    0] [ 127,    0,    0,    0] [ 127,    0,    0,    0] [ 127,    0,    0,    0] [ 127,    0,    0,    0] [ 127,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] 
[   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [ 127,    0,    0,    0] [ 127,    0,    0,    0] [ 255,   45,   38,   35] [ 255,   45,   38,   35] [ 255,   45,   38,   35] [ 255,   31,   25,   24] [ 255,   77,   64,   59] [ 255,  100,   81,   75] [ 255,  114,   94,   86] [ 255,  127,  111,  101] [ 255,   91,   77,   70] [ 255,   77,   64,   59] [ 255,   77,   64,   59] [ 255,   31,   25,   24] [ 255,   31,   25,   24] [ 255,   31,   25,   24] [ 255,   31,   25,   24] [ 127,    0,    0,    0] [ 127,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] 
[   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [ 127,    0,    0,    0] [ 255,   45,   38,   35] [ 255,  114,   94,   86] [ 255,   91,   77,   70] [ 255,  137,  112,  103] [ 255,  114,   94,   86] [ 255,  127,  111,  101] [ 255,   91,   77,   70] [ 255,  137,  112,  103] [ 255,  163,  145,  133] [ 255,  137,  112,  103] [ 255,  163,  145,  133] [ 255,  114,   94,   86] [ 255,  137,  112,  103] [ 255,   91,   77,   70] [ 255,   91,   77,   70] [ 255,  114,   94,   86] [ 255,   77,   64,   59] [ 255,   91,   77,   70] [ 255,   63,   51,   48] [ 255,   77,   64,   59] [ 255,   31,   25,   24] [ 127,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] 
[   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [ 255,    0,    0,    0] [ 255,   91,   77,   70] [ 255,  150,  128,  118] [ 255,   91,   77,   70] [ 255,  137,  112,  103] [ 255,  150,  128,  118] [ 255,  114,   94,   86] [ 255,  150,  128,  118] [ 255,   63,   51,   48] [ 255,  137,  112,  103] [ 255,  163,  145,  133] [ 255,  137,  112,  103] [ 255,  163,  145,  133] [ 255,   91,   77,   70] [ 255,  137,  112,  103] [ 255,   91,   77,   70] [ 255,   63,   51,   48] [ 255,  114,   94,   86] [ 255,   77,   64,   59] [ 255,   91,   77,   70] [ 255,   91,   77,   70] [ 255,   63,   51,   48] [ 255,   91,   77,   70] [ 255,   77,   64,   59] [ 255,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] 
[   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [ 255,    0,    0,    0] [ 255,   91,   77,   70] [ 255,  137,  112,  103] [ 255,  150,  128,  118] [ 255,   77,   64,   59] [ 255,  114,   94,   86] [ 255,   91,   77,   70] [ 255,   91,   77,   70] [ 255,   91,   77,   70] [ 255,   63,   51,   48] [ 255,  114,   94,   86] [ 255,  137,  112,  103] [ 255,  137,  112,  103] [ 255,  150,  128,  118] [ 255,   91,   77,   70] [ 255,   91,   77,   70] [ 255,   91,   77,   70] [ 255,   31,   28,   24] [ 255,   63,   51,   48] [ 255,   63,   51,   48] [ 255,   63,   51,   48] [ 255,   77,   64,   59] [ 255,   47,   39,   36] [ 255,   91,   77,   70] [ 255,   91,   77,   70] [ 255,   63,   51,   48] [ 255,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] 
[   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [ 255,    0,    0,    0] [ 255,   91,   77,   70] [ 255,  137,  112,  103] [ 255,   91,   77,   70] [ 255,   63,   51,   48] [ 255,   77,   64,   59] [ 255,  148,  101,   83] [ 255,  156,  122,  102] [ 255,  157,  135,  124] [ 255,  148,  101,   83] [ 255,   77,   64,   59] [ 255,   91,   77,   70] [ 255,  114,   94,   86] [ 255,  114,   94,   86] [ 255,   77,   64,   59] [ 255,   77,   64,   59] [ 255,   63,   51,   48] [ 255,  132,   89,   71] [ 255,  157,  135,  124] [ 255,  157,  135,  124] [ 255,  148,  101,   83] [ 255,   63,   51,   48] [ 255,   31,   28,   24] [ 255,   63,   51,   48] [ 255,   91,   77,   70] [ 255,   63,   51,   48] [ 255,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] 
[   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [ 255,    0,    0,    0] [ 255,   91,   77,   70] [ 255,   91,   77,   70] [ 255,   61,   52,   47] [ 255,   31,   28,   24] [ 255,  241,  172,  138] [ 255,  251,  220,  200] [ 255,  251,  220,  200] [ 255,  251,  220,  200] [ 255,  251,  220,  200] [ 255,  241,  172,  138] [ 255,  148,  101,   83] [ 255,   77,   64,   59] [ 255,   77,   64,   59] [ 255,   63,   51,   48] [ 255,  148,  101,   83] [ 255,  241,  172,  138] [ 255,  251,  220,  200] [ 255,  251,  220,  200] [ 255,  251,  220,  200] [ 255,  251,  220,  200] [ 255,  241,  172,  138] [ 255,   31,   28,   24] [ 255,   47,   39,   36] [ 255,   63,   51,   48] [ 255,   63,   51,   48] [ 255,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] 
[   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [ 255,    0,    0,    0] [ 255,   77,   64,   59] [ 255,   91,   77,   70] [ 255,   31,   28,   24] [ 255,  234,  151,  119] [ 255,  249,  193,  157] [ 255,  250,  206,  178] [ 255,  251,  220,  200] [ 255,  251,  220,  200] [ 255,  251,  220,  200] [ 255,  251,  220,  200] [ 255,  251,  220,  200] [ 255,  250,  206,  178] [ 255,  250,  206,  178] [ 255,  250,  206,  178] [ 255,  251,  220,  200] [ 255,  251,  220,  200] [ 255,  251,  220,  200] [ 255,  251,  220,  200] [ 255,  251,  220,  200] [ 255,  250,  206,  178] [ 255,  249,  193,  157] [ 255,  234,  151,  119] [ 255,   31,   28,   24] [ 255,   63,   51,   48] [ 255,   47,   39,   36] [ 255,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] 
[   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [ 127,    0,    0,    0] [ 255,  117,   75,   59] [ 255,  121,   77,   52] [ 255,   77,   64,   59] [ 255,   31,   28,   24] [ 255,  234,  151,  119] [ 255,  156,  122,  102] [ 255,   77,   64,   59] [ 255,   77,   64,   59] [ 255,   91,   77,   70] [ 255,  170,  135,  113] [ 255,  242,  185,  159] [ 255,  250,  206,  178] [ 255,  251,  220,  200] [ 255,  251,  220,  200] [ 255,  251,  220,  200] [ 255,  250,  206,  178] [ 255,  242,  185,  159] [ 255,  170,  135,  113] [ 255,   91,   77,   70] [ 255,   77,   64,   59] [ 255,   77,   64,   59] [ 255,  156,  122,  102] [ 255,  234,  151,  119] [ 255,   31,   28,   24] [ 255,   31,   28,   24] [ 255,  105,   65,   40] [ 255,  117,   75,   59] [ 127,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] [   0,    0,    0,    0] 
